mascara_id,ventas_2022,ventas_2023,tendencia_busquedas,lanzamiento_pelicula,redes_sociales,precio,categoria,nombre_mascara,clasificacion,distancia_esperada
1069,7135,3510,0.22184069056671235,1,18612,2551.3332283906157,harrypotter,Máscara Harry Potter 1069,C,50
1070,13448,11259,0.9648787760178805,0,10476,2552.98695406723,superheroe,Máscara Superheroe 1070,B,25
1071,21647,36320,0.7407632788190052,1,13463,1627.4147547349014,terror,Máscara Terror 1071,A,10
1072,18657,21108,0.628710469073986,0,5298,2641.9543876238968,terror,Máscara Terror 1072,B,25
1073,11851,21918,0.7465164205130814,0,47936,683.7172197838754,harrypotter,Máscara Harry Potter 1073,B,25
1074,2955,21063,0.31502898812636615,0,30830,1510.3615062312983,superheroe,Máscara Superheroe 1074,C,50
1075,17987,39471,0.5875975822643291,0,29805,594.6908662939036,politicos,Máscara Político 1075,B,25
1076,12787,2890,0.1401195056377728,1,44561,177.42976736083392,terror,Máscara Terror 1076,B,25
1077,8787,15866,0.7936403846655037,0,35358,2661.332335127607,superheroe,Máscara Superheroe 1077,C,50
1078,18902,29015,0.1193147765142973,0,7721,745.7311411668138,superheroe,Máscara Superheroe 1078,B,25
1079,14283,34782,0.7055027061708877,1,33778,1520.5331381602157,terror,Máscara Terror 1079,B,25
1080,3318,29009,0.6131822713462424,1,47533,1055.459003780803,terror,Máscara Terror 1080,C,50
1081,23761,17011,0.15691703587135827,0,24720,2577.0347091888684,anime,Máscara Anime 1081,A,10
1082,18564,36275,0.9491741512262917,0,25339,1030.2593699461966,terror,Máscara Terror 1082,B,25
1083,10785,22351,0.8376524343830644,1,2176,2298.187475903821,anime,Máscara Anime 1083,B,25
1084,24687,25369,0.2288825035567709,0,39894,389.8629370802287,anime,Máscara Anime 1084,A,10
1085,16278,14788,0.24765441469489372,1,33371,135.0203502985828,politicos,Máscara Político 1085,B,25
1086,18608,23001,0.3575521393948268,0,35143,521.841862065296,terror,Máscara Terror 1086,B,25
1087,21372,3168,0.7789766025937412,1,39324,1617.4782239225763,superheroe,Máscara Superheroe 1087,A,10
1088,15756,14052,0.6134529743418454,1,2573,1534.3857931462871,politicos,Máscara Político 1088,B,25
1089,21371,26738,0.42498052487763105,1,6551,882.0291461297593,superheroe,Máscara Superheroe 1089,A,10
1090,23728,6225,0.41523158318553854,0,13117,980.6889018585437,disney,Máscara Disney 1090,A,10
1091,6903,36790,0.2072314365226523,0,49473,1930.6361131500562,superheroe,Máscara Superheroe 1091,C,50
1092,6136,12632,0.8856171274324568,1,29417,1568.3748844006798,terror,Máscara Terror 1092,C,50
1093,24577,36662,0.24541780916042688,0,9967,1468.3135030071594,harrypotter,Máscara Harry Potter 1093,A,10
1094,1484,13626,0.10706419549659753,1,24056,1441.5039328181683,disney,Máscara Disney 1094,C,50
1095,4821,13734,0.41645895514237563,0,8700,2858.0822378558455,anime,Máscara Anime 1095,C,50
1096,6315,39815,0.9659740302693971,0,47401,1280.8382058216062,superheroe,Máscara Superheroe 1096,C,50
1097,15931,21036,0.981768426945783,0,30126,1761.2740259392356,harrypotter,Máscara Harry Potter 1097,B,25
1098,13576,22356,0.7460161883206576,0,41662,304.4293436619305,politicos,Máscara Político 1098,B,25
1099,5490,14387,0.7881544412780347,1,49172,1384.9513530565741,harrypotter,Máscara Harry Potter 1099,C,50
1100,5234,21948,0.21651070896538271,0,19139,756.720805707454,harrypotter,Máscara Harry Potter 1100,C,50
1101,5500,3474,0.8319297866390477,0,16744,691.7429353716025,politicos,Máscara Político 1101,C,50
1102,22897,15170,0.11105512791386218,1,35291,1023.9817310702545,anime,Máscara Anime 1102,A,10
1103,24352,11867,0.7825590659973921,0,9793,2864.80993843706,harrypotter,Máscara Harry Potter 1103,A,10
1104,12700,39666,0.8116458267258232,0,18927,1472.8385036342015,anime,Máscara Anime 1104,B,25
1105,16909,36194,0.37430748573137484,0,37432,2155.1947653256384,superheroe,Máscara Superheroe 1105,B,25
1106,21524,29260,0.9399185635875522,0,40912,1859.2985373424426,anime,Máscara Anime 1106,A,10
1107,2884,27700,0.6031139843751798,1,18795,2144.3132853811485,anime,Máscara Anime 1107,C,50
1108,10840,2868,0.15890972800512954,0,12388,795.3067026935273,disney,Máscara Disney 1108,B,25
1109,6836,19725,0.49729401596338074,0,13683,1753.6035724697078,terror,Máscara Terror 1109,C,50
1110,14781,39718,0.1960453145744379,0,6324,1410.2441183007238,harrypotter,Máscara Harry Potter 1110,B,25
1111,15625,18478,0.7650361370255948,0,30832,952.1946760950257,politicos,Máscara Político 1111,B,25
1112,1250,25419,0.8199470033906802,1,19472,636.1397605913144,superheroe,Máscara Superheroe 1112,C,50
1113,11757,31269,0.8855106477457868,0,31975,2348.283732950812,politicos,Máscara Político 1113,B,25
1114,4740,38226,0.3376105552847927,1,31199,1394.8997880519998,anime,Máscara Anime 1114,C,50
1115,21108,4137,0.16927412441006365,0,35840,1402.3711772932797,superheroe,Máscara Superheroe 1115,A,10
1116,12957,1598,0.6103352671178403,0,27453,682.3236134167341,terror,Máscara Terror 1116,B,25
1117,8318,9925,0.2750923222310566,0,35780,2665.6449793209595,terror,Máscara Terror 1117,C,50
1118,6916,11840,0.40017222598118496,0,17831,1289.3216329293705,superheroe,Máscara Superheroe 1118,C,50
1119,16825,4363,0.6391293696973306,1,32036,1350.7881962736994,terror,Máscara Terror 1119,B,25
1120,9188,19950,0.8979648934265471,0,10408,1095.4554148663685,terror,Máscara Terror 1120,C,50
1121,2705,31839,0.8863850407060145,1,31267,2655.659680578308,disney,Máscara Disney 1121,C,50
1122,2642,36872,0.5929464329598919,0,36125,107.42246387128034,harrypotter,Máscara Harry Potter 1122,C,50
1123,1155,15222,0.32856042711844985,1,2663,679.6225797972161,superheroe,Máscara Superheroe 1123,C,50
1124,7223,36112,0.8867645863507768,0,37664,1742.4316259788848,superheroe,Máscara Superheroe 1124,C,50
1125,19134,9822,0.3126386009515577,0,20585,1797.0019212859772,politicos,Máscara Político 1125,B,25
1126,19317,32168,0.8570992213118762,0,15745,2295.456748725339,disney,Máscara Disney 1126,B,25
1127,12103,24951,0.20576552962128578,0,43040,2054.7652067326017,superheroe,Máscara Superheroe 1127,B,25
1128,7044,30538,0.2610122150513097,0,5074,2068.0569078430813,anime,Máscara Anime 1128,C,50
1129,18430,22189,0.6060304901902102,0,23991,930.1483423707305,terror,Máscara Terror 1129,B,25
1130,4500,38838,0.4122680516905506,0,43723,2301.4942161411136,politicos,Máscara Político 1130,C,50
1131,14777,22737,0.3291729277699867,1,47208,1672.7893770904263,harrypotter,Máscara Harry Potter 1131,B,25
1132,24503,25211,0.7350294248368054,0,37617,2825.2143844022253,harrypotter,Máscara Harry Potter 1132,A,10
1133,12642,4395,0.3253707128944028,1,32124,176.8613912942178,terror,Máscara Terror 1133,B,25
1134,11753,22451,0.7233685777850499,0,1996,1924.1477022694273,terror,Máscara Terror 1134,B,25
1135,1352,23795,0.6202491286669157,0,47016,1873.0247583025537,terror,Máscara Terror 1135,C,50
1136,4753,11910,0.8006412109664042,0,20510,2724.961674750622,disney,Máscara Disney 1136,C,50
1137,21226,6258,0.6964009103129942,0,15402,1589.1366659056987,anime,Máscara Anime 1137,A,10
1138,14279,1218,0.18422053169645486,1,2670,1599.9929127214746,anime,Máscara Anime 1138,B,25
1139,18889,10164,0.8869742551605142,0,38471,269.7891149533152,harrypotter,Máscara Harry Potter 1139,B,25
1140,5937,37895,0.2028844825552803,1,14039,2926.120184080582,disney,Máscara Disney 1140,C,50
1141,2662,31096,0.9685393025548965,0,5199,416.68550998670935,politicos,Máscara Político 1141,C,50
1142,22556,39615,0.36599193824029275,0,36936,979.1844055592571,harrypotter,Máscara Harry Potter 1142,A,10
1143,19609,11752,0.5211403659208377,1,15205,1640.554217190311,disney,Máscara Disney 1143,B,25
1144,9049,16747,0.845456570566937,0,18399,416.69764922456716,disney,Máscara Disney 1144,C,50
1145,22055,29059,0.6215511107727988,1,14289,2198.217046405196,harrypotter,Máscara Harry Potter 1145,A,10
1146,19515,2165,0.5958577436526858,0,9053,479.83989779258036,harrypotter,Máscara Harry Potter 1146,B,25
1147,14882,8658,0.12083424754748401,1,21102,2363.129581337948,politicos,Máscara Político 1147,B,25
1148,16061,16172,0.5746211544864445,0,38706,1637.09395731883,politicos,Máscara Político 1148,B,25
1149,16870,6162,0.2377434809339243,1,15216,2249.8086354388633,harrypotter,Máscara Harry Potter 1149,B,25
1150,8616,39681,0.4723807114586147,0,27373,1437.4029476506926,harrypotter,Máscara Harry Potter 1150,C,50
1151,1167,7173,0.655856996729373,0,27980,2030.8463278113818,disney,Máscara Disney 1151,C,50
1152,7687,22015,0.24762324283504347,0,31797,1847.0989878735015,politicos,Máscara Político 1152,C,50
1153,24475,20189,0.7512032156820492,1,21854,1233.6937502509463,disney,Máscara Disney 1153,A,10
1154,7799,29041,0.30936025252701577,0,24287,2159.4664532532456,disney,Máscara Disney 1154,C,50
1155,23700,3105,0.9771623071009717,0,11452,1634.9321561001548,superheroe,Máscara Superheroe 1155,A,10
1156,10537,18837,0.4572406490941989,0,19448,1442.9356527430723,harrypotter,Máscara Harry Potter 1156,B,25
1157,21520,22384,0.3757163662534283,0,5552,1213.4712370745965,harrypotter,Máscara Harry Potter 1157,A,10
1158,18528,26040,0.6484016583759323,0,27693,1294.1725065073554,superheroe,Máscara Superheroe 1158,B,25
1159,6620,10921,0.4251700186717514,1,28126,997.3522138130777,disney,Máscara Disney 1159,C,50
1160,6978,29844,0.34652699149312227,1,14287,1455.7094878967898,superheroe,Máscara Superheroe 1160,C,50
1161,4047,24826,0.2444503874833684,0,29542,243.4661664164587,terror,Máscara Terror 1161,C,50
1162,20582,30674,0.6447355393723716,0,7226,174.80065876571462,politicos,Máscara Político 1162,A,10
1163,6990,26117,0.20604239305556046,0,33461,1889.6756295921311,anime,Máscara Anime 1163,C,50
1164,8656,24261,0.35376611898800303,1,45954,1854.6608467091548,disney,Máscara Disney 1164,C,50
1165,9162,20683,0.25591073516528456,0,36975,579.6222958869889,anime,Máscara Anime 1165,C,50
1166,17539,31473,0.45017006720520414,0,25998,2500.80593102761,superheroe,Máscara Superheroe 1166,B,25
1167,12143,24707,0.4892571358078518,1,23711,676.6669759733159,harrypotter,Máscara Harry Potter 1167,B,25
1168,11525,9754,0.7638689109739155,1,21872,1091.9099200473804,disney,Máscara Disney 1168,B,25
1169,3377,34571,0.5798399005044245,1,37438,2529.0577099712386,anime,Máscara Anime 1169,C,50
1170,22712,33918,0.6946435573743289,0,7521,436.9401236468316,anime,Máscara Anime 1170,A,10
1171,12760,37780,0.47531044436541203,0,16689,1168.8352155588227,terror,Máscara Terror 1171,B,25
1172,11533,20813,0.8006883310532745,0,19751,1421.4143700766053,harrypotter,Máscara Harry Potter 1172,B,25
1173,22797,8666,0.23490824738924931,1,26768,2597.8960361123536,harrypotter,Máscara Harry Potter 1173,A,10
1174,10801,11580,0.23177564466885847,0,24922,1981.972403431449,politicos,Máscara Político 1174,B,25
1175,20172,33446,0.30192707191025697,0,29721,1317.1627685287915,terror,Máscara Terror 1175,A,10
1176,18042,23757,0.510134646332049,0,24044,1799.9233297318299,politicos,Máscara Político 1176,B,25
1177,19300,19214,0.4921190667000398,0,41474,2257.81505485457,anime,Máscara Anime 1177,B,25
1178,1519,29701,0.6537407089734641,0,4006,2981.2020988202025,terror,Máscara Terror 1178,C,50
1179,10404,5524,0.6730546817835318,1,20463,2934.9349285314697,superheroe,Máscara Superheroe 1179,B,25
1180,17641,29528,0.9153734588351544,0,29606,1291.0174281522457,terror,Máscara Terror 1180,B,25
1181,1671,36992,0.1453968795947206,0,12572,374.9428713373077,anime,Máscara Anime 1181,C,50
1182,23708,26243,0.7837841768249091,0,39910,1482.953281634887,anime,Máscara Anime 1182,A,10
1183,2891,21455,0.25830182060888834,0,10543,1074.572736127648,harrypotter,Máscara Harry Potter 1183,C,50
1184,13268,5246,0.6102594942251561,0,18719,1441.3975022809989,anime,Máscara Anime 1184,B,25
1185,15095,32646,0.9852364049639388,0,20224,2171.8843774333654,superheroe,Máscara Superheroe 1185,B,25
1186,21608,32021,0.9156388148899283,1,29922,239.26100156967323,terror,Máscara Terror 1186,A,10
1187,19974,17726,0.594606778547826,0,6759,1319.5047707320016,politicos,Máscara Político 1187,B,25
1188,5801,37476,0.8873901331627755,1,18814,2627.867088449815,harrypotter,Máscara Harry Potter 1188,C,50
1189,2252,19050,0.9017709683853816,1,2239,1326.0563426954175,disney,Máscara Disney 1189,C,50
1190,9314,22471,0.7757473016689238,0,15438,1688.6762599526003,harrypotter,Máscara Harry Potter 1190,C,50
1191,24721,8826,0.8731852988612603,0,1823,2484.2404320275436,anime,Máscara Anime 1191,A,10
1192,21366,8350,0.24420062084305072,1,10060,1139.4698418174198,terror,Máscara Terror 1192,A,10
1193,4812,1704,0.9162268545588627,0,21024,2148.181875932092,superheroe,Máscara Superheroe 1193,C,50
1194,18833,6032,0.8612908069748813,0,30333,2174.0636116737496,anime,Máscara Anime 1194,B,25
1195,2265,26117,0.20238424172233244,1,38270,1347.912738323363,politicos,Máscara Político 1195,C,50
1196,17694,12415,0.12067520349298202,0,29646,645.2506174317878,harrypotter,Máscara Harry Potter 1196,B,25
1197,2145,14683,0.7335547500135452,1,33028,2106.8123931580462,disney,Máscara Disney 1197,C,50
1198,1780,26713,0.6545422989612647,0,6242,958.729508425097,harrypotter,Máscara Harry Potter 1198,C,50
1199,11854,23507,0.2057093969494017,0,12448,2529.3263174189215,harrypotter,Máscara Harry Potter 1199,B,25
1200,6753,8422,0.2606969059365075,0,6638,795.4413223811462,terror,Máscara Terror 1200,C,50
1201,12203,39364,0.4224045202197544,0,3547,299.97749704376974,terror,Máscara Terror 1201,B,25
1202,4845,11424,0.49404053182154906,1,45372,201.0485965073285,superheroe,Máscara Superheroe 1202,C,50
1203,19483,23279,0.45847875307272146,0,45793,241.83362380206654,anime,Máscara Anime 1203,B,25
1204,7053,19231,0.9373876873214274,0,11489,2843.810525767832,superheroe,Máscara Superheroe 1204,C,50
1205,21200,28657,0.7274915695409044,1,9491,247.73722456195947,politicos,Máscara Político 1205,A,10
1206,2662,15678,0.5596925556970493,1,49453,1808.2674144461528,anime,Máscara Anime 1206,C,50
1207,8841,2087,0.2845432755367652,0,35499,2606.367477413598,terror,Máscara Terror 1207,C,50
1208,17714,39938,0.7234555933419605,0,41868,2619.241312253183,terror,Máscara Terror 1208,B,25
1209,1662,27612,0.7433166866936508,1,12694,1148.0837648346235,terror,Máscara Terror 1209,C,50
1210,11095,6314,0.728516813299229,1,15754,1045.4242972611287,disney,Máscara Disney 1210,B,25
1211,18253,26514,0.6097034562049173,0,26103,2730.928037040663,anime,Máscara Anime 1211,B,25
1212,19850,33649,0.4445603373485886,0,4580,1427.6955211697841,politicos,Máscara Político 1212,B,25
1213,16435,23023,0.6516287207395315,1,4835,236.99728417389179,politicos,Máscara Político 1213,B,25
1214,1874,9426,0.9994890931791093,0,48736,675.9609949436403,disney,Máscara Disney 1214,C,50
1215,15452,38594,0.16916343689385338,1,16619,1905.1127941330717,superheroe,Máscara Superheroe 1215,B,25
1216,16898,24911,0.6480588439115887,0,7418,1524.4239625416592,harrypotter,Máscara Harry Potter 1216,B,25
1217,12786,24499,0.604332228518368,1,7932,1815.7551255205776,harrypotter,Máscara Harry Potter 1217,B,25
1218,13196,15758,0.6989518893385083,1,47758,1391.5950713423274,superheroe,Máscara Superheroe 1218,B,25
1219,1424,30152,0.25111915282724867,1,22306,2236.923311917846,anime,Máscara Anime 1219,C,50
1220,9189,38548,0.7953770440514395,1,16924,1869.2765588132556,terror,Máscara Terror 1220,C,50
1221,11256,22773,0.7439429480533015,0,41156,566.3334895849271,anime,Máscara Anime 1221,B,25
1222,19033,26559,0.2515632204133044,0,7368,406.5974001267923,politicos,Máscara Político 1222,B,25
1223,3931,18347,0.7529328529861593,0,38629,668.5475868043263,disney,Máscara Disney 1223,C,50
1224,6974,27004,0.7227584027578541,0,32066,939.6362471921198,harrypotter,Máscara Harry Potter 1224,C,50
1225,17236,19602,0.14413780377838153,0,33837,2098.9820257807137,politicos,Máscara Político 1225,B,25
1226,17673,27168,0.8342069667604369,1,33908,1366.0144155801136,terror,Máscara Terror 1226,B,25
1227,22967,29009,0.1829121898403973,1,37614,1108.9087065982449,politicos,Máscara Político 1227,A,10
1228,24374,28868,0.9631016405620966,0,23169,2111.8460806721564,harrypotter,Máscara Harry Potter 1228,A,10
1229,14611,27118,0.5282809671949904,0,28441,545.9299671210906,harrypotter,Máscara Harry Potter 1229,B,25
1230,16888,19490,0.8634907585058573,0,14394,1154.5339223482927,anime,Máscara Anime 1230,B,25
1231,22343,25822,0.6108545884117891,0,47219,1502.5219208937317,disney,Máscara Disney 1231,A,10
1232,10043,33217,0.8373760908010821,0,39466,1731.6687638436804,disney,Máscara Disney 1232,B,25
1233,3245,21445,0.6744756387278503,0,45978,2386.387662962805,politicos,Máscara Político 1233,C,50
1234,10875,17897,0.8721544813876638,0,15104,2550.2556950780017,harrypotter,Máscara Harry Potter 1234,B,25
1235,23837,38959,0.5644867627144066,0,16855,1547.508538764593,harrypotter,Máscara Harry Potter 1235,A,10
1236,13333,14837,0.11049240412602104,0,44189,1490.2120234016375,harrypotter,Máscara Harry Potter 1236,B,25
1237,5068,8788,0.1671940090308629,0,26473,587.3125931559916,harrypotter,Máscara Harry Potter 1237,C,50
1238,13834,34292,0.3881583927825578,1,2172,424.85783114037076,politicos,Máscara Político 1238,B,25
1239,18276,19863,0.49143439815273415,0,20068,2014.988709498065,superheroe,Máscara Superheroe 1239,B,25
1240,4101,14366,0.2772577651145536,1,23501,291.70516392411264,harrypotter,Máscara Harry Potter 1240,C,50
1241,15536,18777,0.6626886995561942,0,49160,723.8486664183974,disney,Máscara Disney 1241,B,25
1242,14697,13133,0.9897101565753817,0,27854,198.4859042825974,superheroe,Máscara Superheroe 1242,B,25
1243,16936,16456,0.8637860012115265,0,11620,533.5741269056089,superheroe,Máscara Superheroe 1243,B,25
1244,10164,24614,0.824721669150589,0,9771,1972.9714073037808,superheroe,Máscara Superheroe 1244,B,25
1245,5396,8314,0.6575013768851065,1,14257,441.11617979067296,disney,Máscara Disney 1245,C,50
1246,3187,14023,0.575309279061079,0,25031,1420.6745269272974,harrypotter,Máscara Harry Potter 1246,C,50
1247,13682,26074,0.3491614161329546,1,12616,2346.0466405686866,disney,Máscara Disney 1247,B,25
1248,22606,12949,0.9513617757040064,0,20707,189.51626497393363,terror,Máscara Terror 1248,A,10
1249,5502,20831,0.8501778231815733,1,8833,423.698488035584,anime,Máscara Anime 1249,C,50
1250,11390,16063,0.40596133604625273,0,9891,201.31144118922566,anime,Máscara Anime 1250,B,25
1251,22216,28988,0.19182041901299252,0,41505,369.6979296715904,harrypotter,Máscara Harry Potter 1251,A,10
1252,22211,37157,0.195644693970844,0,4070,2166.4120293881765,disney,Máscara Disney 1252,A,10
1253,21528,20435,0.9407022286927207,0,39408,2993.5385940636866,harrypotter,Máscara Harry Potter 1253,A,10
1254,3895,35593,0.2835411221904576,0,33773,2882.3217424821332,harrypotter,Máscara Harry Potter 1254,C,50
1255,4387,8312,0.11606672964402094,1,42263,2369.5823228609624,superheroe,Máscara Superheroe 1255,C,50
1256,5095,31050,0.3152788996007864,0,48294,1007.6012169072478,politicos,Máscara Político 1256,C,50
1257,22353,30796,0.7706942340410142,0,35708,386.4916903862113,politicos,Máscara Político 1257,A,10
1258,5671,22993,0.14762844774552733,0,8149,761.6663490125002,politicos,Máscara Político 1258,C,50
1259,22449,12923,0.27034569243768647,1,37198,1045.824092068455,politicos,Máscara Político 1259,A,10
1260,22519,28411,0.6298526845803964,0,37319,545.6441731504415,disney,Máscara Disney 1260,A,10
1261,3263,29672,0.5291256677449993,0,20564,1340.0446846763116,politicos,Máscara Político 1261,C,50
1262,17922,1829,0.9544818688538185,0,21654,663.4896511346756,superheroe,Máscara Superheroe 1262,B,25
1263,20973,3484,0.7912596826330516,0,17834,670.6174024081229,anime,Máscara Anime 1263,A,10
1264,7519,26872,0.9035804250686243,0,6658,2974.0034269150483,superheroe,Máscara Superheroe 1264,C,50
1265,6821,34655,0.9523326567665572,0,8632,2561.6082431785894,anime,Máscara Anime 1265,C,50
1266,21325,35486,0.29285106661750265,1,5751,2352.015705723289,superheroe,Máscara Superheroe 1266,A,10
1267,21574,15969,0.10118763613037626,1,17346,299.540216553547,politicos,Máscara Político 1267,A,10
1268,24820,30155,0.30034443973401376,0,48246,369.92554083708774,disney,Máscara Disney 1268,A,10
1269,4072,15381,0.11586385269848973,0,5288,2930.615017710385,harrypotter,Máscara Harry Potter 1269,C,50
1270,5963,8639,0.5190695426889451,0,30365,1240.401949513075,politicos,Máscara Político 1270,C,50
1271,1656,12346,0.5763469885270371,0,21176,2202.3999127530806,harrypotter,Máscara Harry Potter 1271,C,50
1272,15581,16045,0.963360452148874,0,46588,2577.6669444403933,harrypotter,Máscara Harry Potter 1272,B,25
1273,12215,17646,0.826285069040717,1,24874,131.84453460156692,politicos,Máscara Político 1273,B,25
1274,3082,38609,0.4082467555534278,0,26712,2369.5500530236927,politicos,Máscara Político 1274,C,50
1275,13671,8742,0.9784359526519772,0,8593,1677.6982629981176,anime,Máscara Anime 1275,B,25
1276,14880,4754,0.45873515099389217,1,2727,125.70120794560216,disney,Máscara Disney 1276,B,25
1277,8102,32118,0.3067236541643664,0,21730,2554.3444367538523,superheroe,Máscara Superheroe 1277,C,50
1278,20587,28031,0.5406289178925532,1,24898,1974.4305927269943,disney,Máscara Disney 1278,A,10
1279,19164,38346,0.7976584581325312,0,26092,669.6304324240605,terror,Máscara Terror 1279,B,25
1280,13334,5052,0.6911286361593436,0,1305,1237.8915601894184,politicos,Máscara Político 1280,B,25
1281,9401,18922,0.5692457304081866,0,43624,2797.4987042022776,anime,Máscara Anime 1281,C,50
1282,19142,35556,0.22181031451371971,0,2739,646.839610629017,anime,Máscara Anime 1282,B,25
1283,9967,15278,0.991657931305993,0,5062,1310.5492680975833,anime,Máscara Anime 1283,C,50
1284,4510,18849,0.1555129363128779,0,40106,2103.6602112014984,harrypotter,Máscara Harry Potter 1284,C,50
1285,1723,36133,0.813236396171908,1,20565,494.99948788262145,harrypotter,Máscara Harry Potter 1285,C,50
1286,13649,13591,0.9079888784384036,0,9855,2498.795408009311,terror,Máscara Terror 1286,B,25
1287,24412,23721,0.30744605434462124,0,38263,1571.9271747940497,politicos,Máscara Político 1287,A,10
1288,19815,19978,0.5099188972395229,0,36387,1168.6054238043125,terror,Máscara Terror 1288,B,25
1289,18931,36299,0.4736912432045227,0,20582,2438.8449709424012,superheroe,Máscara Superheroe 1289,B,25
1290,9815,21951,0.4661252416224113,0,10279,1778.7963703049984,politicos,Máscara Político 1290,C,50
1291,1820,12425,0.4613572063362371,1,5468,2207.8004536068447,anime,Máscara Anime 1291,C,50
1292,2054,24774,0.21914634667090346,1,48993,1059.7315566558023,harrypotter,Máscara Harry Potter 1292,C,50
1293,24588,31700,0.3472729675255752,0,6297,2229.1110645713197,terror,Máscara Terror 1293,A,10
1294,5048,7634,0.7185070056007291,0,20159,687.6524469467086,disney,Máscara Disney 1294,C,50
1295,15327,24115,0.9856085730105485,1,40522,1912.6299872716497,anime,Máscara Anime 1295,B,25
1296,9971,4738,0.3902392079761787,1,21446,2079.5106050158383,disney,Máscara Disney 1296,C,50
1297,12974,12277,0.9597778816282249,1,32160,1867.0987650597763,superheroe,Máscara Superheroe 1297,B,25
1298,18889,33314,0.3885015789442924,0,42372,761.6243982614969,anime,Máscara Anime 1298,B,25
1299,15466,12039,0.5958019956245739,0,4592,453.42246921681726,superheroe,Máscara Superheroe 1299,B,25
1300,3174,3810,0.7190645085146503,0,46738,434.4437327223018,politicos,Máscara Político 1300,C,50
1301,13864,13970,0.8223771502507454,0,42522,564.8189702301343,anime,Máscara Anime 1301,B,25
1302,18944,9699,0.21227994591205362,0,31026,1648.8990391062594,anime,Máscara Anime 1302,B,25
1303,15508,37692,0.4871296581615778,0,32085,2578.5188924701524,disney,Máscara Disney 1303,B,25
1304,20696,16026,0.437710990338829,1,10888,111.4127711902056,anime,Máscara Anime 1304,A,10
1305,4539,17485,0.715098593455044,0,12606,1008.8858378386681,anime,Máscara Anime 1305,C,50
1306,15531,10256,0.8185374918939001,0,2886,633.3348184879919,harrypotter,Máscara Harry Potter 1306,B,25
1307,21060,9354,0.48493699076497576,0,12863,2665.1359632550125,anime,Máscara Anime 1307,A,10
1308,16070,26548,0.8456010754019606,0,46431,2074.6354896051657,superheroe,Máscara Superheroe 1308,B,25
1309,17224,26459,0.27416693223304056,0,16436,1590.2569033462808,harrypotter,Máscara Harry Potter 1309,B,25
1310,13395,2510,0.26627120557100525,1,20802,2856.4468780085076,politicos,Máscara Político 1310,B,25
1311,13386,12919,0.8879777352819306,0,14560,2643.7697327300953,disney,Máscara Disney 1311,B,25
1312,9061,13539,0.9746542089516301,1,45652,2903.3699026755517,disney,Máscara Disney 1312,C,50
1313,23372,22585,0.2204410419964488,0,44793,2827.6722231392587,superheroe,Máscara Superheroe 1313,A,10
1314,20442,7859,0.3190679560697077,0,33007,1960.72555666812,harrypotter,Máscara Harry Potter 1314,A,10
1315,12476,35947,0.6131481475571696,0,8202,916.1159908747472,harrypotter,Máscara Harry Potter 1315,B,25
1316,10138,9415,0.9884356534455137,0,48249,465.5264575502965,disney,Máscara Disney 1316,B,25
1317,12993,5461,0.253376469923666,0,17181,1430.656744759445,superheroe,Máscara Superheroe 1317,B,25
1318,20642,32119,0.44456977990870106,0,5848,1975.9436460677132,terror,Máscara Terror 1318,A,10
1319,15162,27382,0.5087656098001171,1,20704,1969.270840791547,harrypotter,Máscara Harry Potter 1319,B,25
1320,12819,22644,0.2072032184799592,0,11046,1235.2000422251363,disney,Máscara Disney 1320,B,25
1321,21638,26615,0.2137400538360243,0,16637,2792.146348729533,harrypotter,Máscara Harry Potter 1321,A,10
1322,8252,25693,0.14710025545976566,0,44115,823.4161462084985,terror,Máscara Terror 1322,C,50
1323,11200,36696,0.538379421207469,0,18965,486.0452826450273,anime,Máscara Anime 1323,B,25
1324,10152,3926,0.9876157998279099,1,14996,1210.651812215075,harrypotter,Máscara Harry Potter 1324,B,25
1325,6385,16980,0.836274891327426,0,10631,2112.7734572016516,superheroe,Máscara Superheroe 1325,C,50
1326,21880,4786,0.2572503570868221,0,24162,812.3959530514976,harrypotter,Máscara Harry Potter 1326,A,10
1327,6071,12462,0.11489062791139261,1,39765,2588.3912224127535,anime,Máscara Anime 1327,C,50
1328,20150,36046,0.2733191735489362,0,30250,662.794293321765,superheroe,Máscara Superheroe 1328,A,10
1329,20348,31199,0.9768084564016543,0,21757,1461.2934452678314,superheroe,Máscara Superheroe 1329,A,10
1330,1061,23675,0.27267051866761427,0,15945,1381.312634235485,anime,Máscara Anime 1330,C,50
1331,20663,3855,0.13099407365998372,1,43751,1747.7116699536116,anime,Máscara Anime 1331,A,10
1332,1207,27085,0.28060214636877445,0,7808,1594.5161566292963,disney,Máscara Disney 1332,C,50
1333,5571,9400,0.8251886061631696,0,22735,679.5373261101022,anime,Máscara Anime 1333,C,50
1334,10630,31313,0.21864117292717333,0,10130,1729.961600410229,harrypotter,Máscara Harry Potter 1334,B,25
1335,14769,36819,0.9187347552061469,1,41148,2662.1157100944065,harrypotter,Máscara Harry Potter 1335,B,25
1336,23502,16901,0.4333617529320818,1,35080,937.7318565905616,politicos,Máscara Político 1336,A,10
1337,13386,36455,0.7289494884369503,0,27011,1576.693994402522,harrypotter,Máscara Harry Potter 1337,B,25
1338,21178,7624,0.25683265046337544,1,29026,932.0990500207154,harrypotter,Máscara Harry Potter 1338,A,10
